window,recombination
0,0
1,0.471691016
2,0.235845508
3,0.709782604
4,0.472808734
5,0.235845508
6,0
7,0.471691016
8,0.235845508
9,0.235845508
10,0.235845508
11,1.181473621
12,1.181473621
13,1.417319129
14,0.714317955
15,1.419565208
16,0.471691016
17,1.42410056
18,0
19,0
20,0.943382033
21,0.235845508
22,0
23,0
24,0
25,0
26,0.471691016
27,0.707536525
28,0
29,0.235845508
30,1.891256225
31,0.471691016
32,0
33,0.471691016
34,0
35,2.881116669
36,1.417319129
37,0
38,0.945628112
39,0.709782604
40,1.181473621
41,2.138418515
42,0
43,0.709782604
44,0.235845508
45,0.235845508
46,0.943382033
47,0.709782604
48,1.419565208
49,0.943382033
50,0.235845508
51,0.471691016
52,0.943382033
53,0
54,0.235845508
55,1.1837197
56,0.471691016
57,0.945628112
58,0
59,0.943382033
60,0.471691016
61,0.235845508
62,0.471691016
63,0
64,0.471691016
65,0.471691016
66,0.707536525
67,0.707536525
68,1.650918558
69,0
70,0.235845508
71,0.471691016
72,0
73,0
74,0.707536525
75,0.945628112
76,0
77,0.235845508
78,0.235845508
79,0.235845508
80,0
81,0
82,0
83,0.235845508
84,0.235845508
85,0.707536525
86,0.235845508
87,0.235845508
88,0.235845508
89,0.950163464
90,0
91,0
92,0
93,0
94,0.471691016
95,0.707536525
96,0.471691016
97,0
98,0
99,0.235845508
100,0.943382033
101,0.950163464
102,0.471691016
103,0
104,0.235845508
105,0
106,0
107,0.235845508
108,0.235845508
109,0.235845508
110,0.707536525
111,0.945628112
112,0.473937096
113,0
114,0
115,0
116,0.709782604
117,0
118,0
119,0.235845508
120,0.235845508
121,0
122,0
123,0
124,0
125,0
126,0.235845508
127,0.235845508
128,0
129,0.235845508
130,0.235845508
131,0
132,0
133,0
134,0
135,0
136,0.235845508
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0.235845508
149,0
150,0
151,0
152,0.235845508
153,0
154,0
155,0
156,0
157,0
158,0.235845508
159,0.235845508
160,0
161,0
162,0
163,0.235845508
164,0.235845508
165,0.235845508
166,0.471691016
167,0.235845508
168,0
169,0
170,0
171,0.709782604
172,0
173,0.471691016
174,0
175,0
176,0.235845508
177,0.235845508
178,0
179,0
180,0.235845508
181,0
182,0.235845508
183,1.181473621
184,0.472808734
185,0
186,0.709782604
187,0
188,0.235845508
189,0.471691016
190,1.417319129
191,0.707536525
192,1.179227541
193,0.235845508
194,0.471691016
195,0.945628112
196,0.707536525
197,0.471691016
198,0.471691016
199,0
200,0.947874192
201,0
202,0.235845508
203,0.947874192
204,0.945628112
205,0.235845508
206,0.235845508
207,0.235845508
208,0
209,0.94449975
210,0.471691016
211,0.945628112
212,0
213,0.235845508
214,0
215,0.471691016
216,0.707536525
217,0.235845508
218,0.707536525
219,0
220,0.471691016
221,0.235845508
222,0.471691016
223,0.471691016
224,0.709782604
225,1.415073049
226,0.707536525
227,0.472808734
228,0.235845508
229,1.181473621
230,0.235845508
231,0.707536525
232,0.707536525
233,0.707536525
234,0.709782604
235,0.235845508
236,0.235845508
237,0
238,1.898037655
239,0.707536525
240,0.235845508
241,0
242,0.235845508
243,0.235845508
244,0.235845508
245,0
246,0.707536525
247,0
248,0
249,0.471691016
250,0.943382033
251,0.707536525
252,0.471691016
253,0
254,0
255,0.708654242
256,0
257,0
258,0.235845508
259,0.707536525
260,0.235845508
261,0.471691016
262,0.471691016
263,0
264,0.235845508
265,0.707536525
266,0.471691016
267,0.707536525
268,1.179227541
269,1.181473621
270,0.943382033
271,0.235845508
272,0.471691016
273,0.707536525
274,0.235845508
275,0.471691016
276,0.235845508
277,0.235845508
278,0.471691016
279,0.943382033
280,0.235845508
281,0.473937096
282,0.235845508
283,0.235845508
284,0.708654242
285,0
286,0
287,0.945628112
288,0
289,0
290,0.235845508
291,0.707536525
292,0.707536525
293,0
294,0.235845508
295,0
296,0.235845508
297,0.235845508
298,0.471691016
299,0.943382033
300,0.235845508
301,0.235845508
302,0.943382033
303,0.707536525
304,0.235845508
305,0.471691016
306,0
307,0
308,0.707536525
309,0.473937096
310,0.235845508
311,1.889010145
312,0.471691016
313,0
314,0.235845508
315,1.179227541
316,0.235845508
317,0.235845508
318,0
319,0.235845508
320,1.657699988
321,0.943382033
322,0.471691016
323,0.235845508
324,0.707536525
325,0
326,0
327,0.709782604
328,0.235845508
329,0.707536525
330,1.181473621
331,0.235845508
332,0.236963225
333,0.236963225
334,0.236963225
335,0
336,0
337,0
338,0.235845508
339,1.179227541
340,0.709782604
341,0.471691016
342,0.471691016
343,0.707536525
344,0.235845508
345,0.707536525
346,0
347,0.707536525
348,0.235845508
349,0.707536525
350,0.235845508
351,0.235845508
352,0.943382033
353,0
354,0.471691016
355,0.235845508
356,0.945628112
357,1.181473621
358,0.943382033
359,0.707536525
360,0
361,0.236963225
362,0
363,0
364,
365,
366,
367,
368,
369,
370,
371,
