window,recombination
0,0
1,0.473937096
2,0.707536525
3,0.709782604
4,0.947874192
5,0.235845508
6,0
7,1.653164637
8,1.179227541
9,0.235845508
10,0
11,1.653164637
12,0.471691016
13,1.181473621
14,0.707536525
15,0.235845508
16,0.235845508
17,0.235845508
18,0
19,0.707536525
20,0.235845508
21,0.235845508
22,0.471691016
23,0.235845508
24,0.943382033
25,0.707536525
26,1.415073049
27,0.471691016
28,0.235845508
29,0.471691016
30,0.235845508
31,0
32,0.707536525
33,1.419565208
34,0
35,0
36,2.601038829
37,1.181473621
38,0.471691016
39,2.129347812
40,0
41,1.181473621
42,0
43,0.473937096
44,0.94449975
45,0.707536525
46,0
47,0
48,0.235845508
49,0
50,0
51,0
52,0
53,0
54,0
55,0.943382033
56,0.707536525
57,0
58,0.235845508
59,0.235845508
60,0.235845508
61,0.945628112
62,0
63,0.235845508
64,0.471691016
65,0.707536525
66,0
67,0
68,0
69,0.235845508
70,0.235845508
71,1.181473621
72,0.471691016
73,0.235845508
74,0.471691016
75,1.179227541
76,0.235845508
77,1.655421513
78,0.235845508
79,0
80,0
81,0
82,0
83,0
84,0
85,0.235845508
86,0.235845508
87,0
88,0
89,0.471691016
90,0.235845508
91,0
92,0
93,0.943382033
94,0
95,0
96,0.471691016
97,0.235845508
98,0
99,0
100,0
101,0
102,0.235845508
103,0
104,0
105,0
106,0
107,0
108,0
109,0.235845508
110,0
111,0
112,0
113,0
114,0.235845508
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0.235845508
139,0
140,0.235845508
141,0
142,0.235845508
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0.471691016
156,0
157,0
158,0
159,0.235845508
160,0
161,0
162,0
163,0
164,0.707536525
165,0.471691016
166,0.235845508
167,0
168,0
169,0.707536525
170,0
171,0.471691016
172,0.235845508
173,0
174,0.235845508
175,0
176,0.707536525
177,0
178,0
179,0
180,0
181,0.471691016
182,0.473937096
183,0.235845508
184,0.471691016
185,0.235845508
186,0.471691016
187,0.945628112
188,0.235845508
189,0
190,0.235845508
191,0.471691016
192,1.186008972
193,0.235845508
194,0
195,0
196,0.707536525
197,1.192878046
198,0.471691016
199,1.181473621
200,0.707536525
201,0
202,0
203,0.471691016
204,0.707536525
205,0.471691016
206,0
207,0
208,0.471691016
209,0
210,0.235845508
211,0.235845508
212,0.707536525
213,0
214,0.473937096
215,0
216,0.709782604
217,0.471691016
218,0
219,0
220,0
221,0
222,0.235845508
223,0
224,0.235845508
225,0.235845508
226,0.471691016
227,0.943382033
228,0
229,1.417319129
230,0.707536525
231,0
232,0
233,0
234,0.707536525
235,0
236,0.235845508
237,0
238,0
239,0.235845508
240,0
241,1.653164637
242,0.709782604
243,0.707536525
244,0.471691016
245,0.707536525
246,0.471691016
247,0.707536525
248,0.707536525
249,0
250,0
251,0.235845508
252,0.943382033
253,0.235845508
254,0.471691016
255,0.471691016
256,0.707536525
257,1.179227541
258,0.471691016
259,0
260,1.419565208
261,0.707536525
262,0.235845508
263,0.707536525
264,0.471691016
265,0
266,0
267,0.471691016
268,0.709782604
269,0.235845508
270,0.235845508
271,0.471691016
272,0
273,0
274,0
275,0
276,0.235845508
277,0.471691016
278,0
279,0
280,0
281,0
282,0
283,0
284,0.707536525
285,0
286,0
287,1.673817617
288,0
289,0
290,0.235845508
291,0.471691016
292,0
293,0
294,0.235845508
295,0
296,0
297,0
298,0.471691016
299,0.235845508
300,0
301,
302,
303,
304,
305,
306,
307,
308,
309,
310,
311,
312,
