window,recombination
0,0
1,0
2,0
3,0.473937096
4,0.947874192
5,0.471691016
6,0.471691016
7,0.707536525
8,0.709782604
9,1.437972109
10,0.235845508
11,0.471691016
12,0.471691016
13,1.428723554
14,0.235845508
15,1.42410056
16,0
17,1.952163966
18,0.235845508
19,0.473937096
20,2.612355611
21,0
22,0.714317955
23,0
24,0.235845508
25,0.235845508
26,0.471691016
27,0.943382033
28,0.945628112
29,0.950163464
30,0.235845508
31,0.709782604
32,1.417319129
33,0.235845508
34,0
35,0
36,0.235845508
37,0.471691016
38,1.898037655
39,3.558071366
40,0.235845508
41,0.943382033
42,0.235845508
43,0
44,0
45,1.415073049
46,0
47,0.945628112
48,1.42185448
49,0.945628112
50,0.943382033
51,0.235845508
52,0.235845508
53,0
54,0
55,0
56,1.186008972
57,0
58,0.707536525
59,0.235845508
60,1.421811439
61,0
62,0.473926451
63,0.236963225
64,0
65,0
66,0.236963225
67,0.471691016
68,0.235845508
69,0
70,0
71,0.236963225
72,0.236963225
73,0
74,0
75,0
76,0
77,0.236963225
78,0
79,0
80,0.471691016
81,0
82,0
83,0
84,0
85,0.235845508
86,0
87,0.235845508
88,0
89,0
90,0
91,0.235845508
92,0
93,0.471691016
94,0.235845508
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0.235845508
112,0.708654242
113,0.235845508
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0.471691016
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0.236963225
133,0
134,0.471691016
135,0
136,0
137,0
138,0
139,0
140,0
141,0.471691016
142,0.471691016
143,0.235845508
144,0.235845508
145,0
146,0
147,0
148,0.235845508
149,1.419554563
150,0
151,0
152,0
153,0
154,0.235845508
155,0
156,0
157,0.235845508
158,0
159,0.471691016
160,1.179227541
161,1.18369841
162,0.235845508
163,0.235845508
164,0.471691016
165,0.707536525
166,0.235845508
167,0
168,0.471691016
169,0.471691016
170,0.471691016
171,0.235845508
172,0.945628112
173,0.235845508
174,0.235845508
175,0.473926451
176,0.235845508
177,0
178,0.235845508
179,0.471691016
180,0
181,0.235845508
182,0
183,0.708654242
184,0.471691016
185,0
186,0.235845508
187,0
188,0.235845508
189,1.1837197
190,0.235845508
191,2.124855654
192,0.707536525
193,0.945628112
194,0.235845508
195,0.707536525
196,0.235845508
197,0
198,0.707536525
199,2.360701162
200,0.707536525
201,0.471691016
202,0.471691016
203,0.943382033
204,0.943382033
205,0
206,0.471691016
207,0
208,0.709782604
209,0.235845508
210,0.235845508
211,0.235845508
212,0.471691016
213,0
214,0.235845508
215,0.471691016
216,0.943382033
217,0.707536525
218,1.415073049
219,0.235845508
220,1.181473621
221,0.707536525
222,0
223,0.473937096
224,0.235845508
225,0.707536525
226,0.235845508
227,0
228,0.471691016
229,0.945617467
230,0
231,0
232,0.235845508
233,1.179227541
234,0.707536525
235,0.235845508
236,0
237,0.943382033
238,0
239,0
240,0.707536525
241,1.415073049
242,0.707536525
243,0.235845508
244,0.471691016
245,0
246,0.943382033
247,0.235845508
248,0.235845508
249,0.235845508
250,0.943382033
251,0
252,0
253,0.235845508
254,1.179227541
255,0.235845508
256,0
257,1.657699988
258,0.235845508
259,0
260,0.235845508
261,0
262,0.471691016
263,0
264,1.421811439
265,0.946735184
266,0
267,0
268,0
269,0
270,0.707536525
271,1.415073049
272,0.471691016
273,0.714317955
274,0.707536525
275,0.945628112
276,0.945628112
277,0.471691016
278,1.650918558
279,1.653164637
280,0.707536525
281,0
282,0.471691016
283,0.707536525
284,0.471691016
285,1.886764066
286,0.945628112
287,0.943382033
288,0.707536525
289,0
290,0
291,0
292,
293,
294,
295,
296,
297,
298,
299,
300,
301,
302,
303,
304,
305,
306,
307,
308,
309,
310,
311,
312,
