window,recombination
0,0
1,0.235845508
2,0.707536525
3,0.471691016
4,0
5,0.471691016
6,0
7,0
8,0
9,0.471691016
10,1.42410056
11,1.42185448
12,1.419565208
13,0.471691016
14,0.235845508
15,0.471691016
16,1.181473621
17,0
18,1.415073049
19,0.709782604
20,0
21,1.186008972
22,0.943382033
23,0.235845508
24,1.417319129
25,0.947874192
26,2.3674394
27,0.943382033
28,0.709782604
29,0.943382033
30,0.235845508
31,0
32,0
33,0.471691016
34,0.943382033
35,0.943382033
36,0.235845508
37,1.186008972
38,0.235845508
39,0.235845508
40,0
41,0.235845508
42,0
43,0.471691016
44,1.183730496
45,0.471691016
46,0.235845508
47,0
48,0.235845508
49,0
50,0
51,0
52,0
53,0
54,0.945617467
55,0
56,0
57,0.471691016
58,0
59,0
60,0
61,0.235845508
62,0.235845508
63,0.235845508
64,0.236963225
65,0.950120422
66,0.471691016
67,0
68,1.180345258
69,0.235845508
70,0.943382033
71,0
72,0
73,0.235845508
74,0.235845508
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0.473926451
89,0.947852901
90,1.653164637
91,0
92,0
93,0
94,0
95,0
96,0.235845508
97,0
98,0.473937096
99,0
100,0
101,0.235845508
102,0
103,0
104,0
105,0.471691016
106,0.943382033
107,0
108,0.471691016
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0.235845508
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0.709771959
132,0
133,0
134,0
135,0
136,0
137,0
138,0.236963225
139,0
140,0.236963225
141,0.476193972
142,0.236963225
143,0
144,0
145,0
146,0
147,0.473926451
148,0
149,0
150,0
151,0
152,0
153,0
154,0.236963225
155,0
156,0
157,0
158,0.471691016
159,0
160,0
161,0
162,0.235845508
163,0
164,0.235845508
165,0
166,0
167,0
168,0
169,0
170,0
171,0.471691016
172,0.471691016
173,0.943382033
174,0
175,0.945628112
176,0
177,0
178,0
179,0
180,0.471691016
181,0.707536525
182,0.471691016
183,0.235845508
184,0.235845508
185,0.471691016
186,0
187,0.235845508
188,0
189,0
190,0.235845508
191,0
192,0.236963225
193,0
194,0.709771959
195,0.235845508
196,0.471691016
197,0.471691016
198,0
199,0.235845508
200,0.710889676
201,0.71203948
202,0.236963225
203,1.654282354
204,1.419565208
205,0
206,1.1837197
207,0.714317955
208,0.471691016
209,0.235845508
210,0.235845508
211,0
212,0.235845508
213,0.235845508
214,0
215,0.235845508
216,0.235845508
217,0.471691016
218,0.707536525
219,0
220,0.235845508
221,0
222,2.83692753
223,0.471691016
224,0.235845508
225,0.471691016
226,0.707536525
227,0
228,0.945628112
229,0.235845508
230,0.471691016
231,0.235845508
232,0.235845508
233,0.471691016
234,0
235,0
236,0.471691016
237,0.471691016
238,1.417319129
239,0.235845508
240,0.707536525
241,0.235845508
242,0.235845508
243,0.707536525
244,0.235845508
245,0.471691016
246,0.714317955
247,1.419565208
248,0.473937096
249,1.186008972
250,0
251,0.471691016
252,0.945628112
253,1.650918558
254,0.957032538
255,0.471691016
256,
