window,recombination
0,0
1,0
2,0
3,0
4,0.236963225
5,0.710889676
6,0.476193972
7,0.473926451
8,0.473926451
9,0
10,0
11,0
12,0
13,0
14,0.236963225
15,0.476193972
16,0.473926451
17,0
18,0.473926451
19,1.661010098
20,0.476193972
21,0.476193972
22,0.473926451
23,0.473926451
24,0.710889676
25,1.904819702
26,0.713157197
27,0
28,0
29,0.473926451
30,1.189351169
31,0.713157197
32,0
33,0.473926451
34,0.236963225
35,0.236963225
36,0
37,0
38,0.473926451
39,0.473926451
40,1.42410056
41,1.657699988
42,1.893545497
43,0
44,0.945628112
45,0
46,0.473937096
47,0
48,0.707536525
49,0
50,0.707536525
51,0.235845508
52,0
53,0.235845508
54,0.471691016
55,0.707536525
56,2.132754801
57,0.471691016
58,0.707536525
59,0.471691016
60,0
61,0.236963225
62,0.236963225
63,0.235845508
64,0.471691016
65,0.235845508
66,0
67,0.473926451
68,1.902552181
69,1.187083648
70,0.473926451
71,0.946735184
72,0.236963225
73,0.471691016
74,0.943382033
75,0
76,0.235845508
77,0
78,0.235845508
79,1.186008972
80,2.612443254
81,0.235845508
82,0.235845508
83,0.235845508
84,0.235845508
85,0.235845508
86,0
87,0
88,0
89,0.235845508
90,0.714317955
91,0
92,0.943382033
93,0.473937096
94,0.709782604
95,0.471691016
96,0.471691016
97,1.1837197
98,0.471691016
99,0
100,0.235845508
101,0.235845508
102,0
103,0
104,0
105,0.235845508
106,0
107,0.235845508
108,0.235845508
109,0.235845508
110,0
111,0
112,0.471691016
113,0.235845508
114,0.235845508
115,0
116,0.235845508
117,0.471691016
118,0.943382033
119,0
120,0
121,0.235845508
122,0
123,0
124,0.235845508
125,0
126,0
127,0.235845508
128,0
129,0.235845508
130,0
131,0
132,0.943382033
133,0.471691016
134,0
135,0
136,0.235845508
137,0.473937096
138,0
139,0.235845508
140,0
141,0
142,0
143,0
144,0.235845508
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0.471691016
167,0
168,0
169,0
170,0
171,0.235845508
172,0
173,0
174,0
175,0.707536525
176,0
177,0
178,0.235845508
179,0.235845508
180,0.235845508
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0.235845508
194,0.235845508
195,0
196,0
197,0
198,0.471691016
199,0.472808734
200,0
201,0.235845508
202,0.235845508
203,0.235845508
204,0.709782604
205,0
206,0
207,0
208,0
209,0.471691016
210,0.235845508
211,2.603274414
212,0.471691016
213,0
214,0.471691016
215,0.707536525
216,1.186008972
217,0.709782604
218,0.473937096
219,0.235845508
220,0
221,0.235845508
222,0.707536525
223,1.420693722
224,0.473926451
225,0
226,0
227,0
228,0.473937096
229,0
230,0.471691016
231,0.94449975
232,0
233,0.235845508
234,0
235,0
236,0.235845508
237,0
238,1.417319129
239,0
240,1.180345258
241,0
242,0.236963225
243,0.476193972
244,1.424046873
245,0.707536525
246,0
247,0.709782604
248,0.235845508
249,0.471691016
250,0.235845508
251,0.945628112
252,0.943382033
253,0.235845508
254,0
255,0
256,0
257,0
258,0
259,1.179227541
260,1.179227541
261,0.707536525
262,0
263,0.235845508
264,0.471691016
265,0.471691016
266,0.235845508
267,0.471691016
268,0.943382033
269,0.235845508
270,0.235845508
271,0.709782604
272,0
273,0.709782604
274,0
275,0.235845508
276,0.707536525
277,0.471691016
278,0.471691016
279,0.471691016
280,0.945628112
281,1.909663125
282,1.179227541
283,0.235845508
284,0
285,2.122609574
286,0.945628112
287,0.707536525
288,0
289,0
290,0.235845508
291,0.945628112
292,0.471691016
293,2.122609574
294,0
295,0
296,0
297,0.945628112
298,1.886764066
299,0
300,0
301,0.473937096
302,1.179227541
303,0
304,1.415073049
305,1.415073049
306,0
307,1.179227541
308,0.707536525
309,0.471691016
310,0
311,
312,
313,
314,
315,
316,
317,
318,
319,
320,
321,
