window,recombination
0,0
1,0.235845508
2,0.235845508
3,0.707536525
4,1.437972109
5,1.417319129
6,0.471691016
7,0.471691016
8,0.235845508
9,0.473937096
10,0
11,0.709782604
12,0.235845508
13,0
14,0.707536525
15,0.707536525
16,0.471691016
17,0
18,0.707536525
19,0
20,0
21,0
22,0.471691016
23,0
24,0.235845508
25,0
26,0
27,0.708654242
28,1.179227541
29,0.709782604
30,0.471691016
31,0.943382033
32,0.235845508
33,0.707536525
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,1.417319129
42,1.417319129
43,0
44,0
45,0.235845508
46,0
47,0
48,0.235845508
49,0
50,0
51,0.236963225
52,0
53,0.471691016
54,0
55,0
56,0
57,0.707536525
58,1.653164637
59,0.943382033
60,0.947874192
61,0.471691016
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0.235845508
110,0.471691016
111,0.235845508
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0.235845508
123,0.707536525
124,0
125,0.235845508
126,0
127,0.945628112
128,1.415073049
129,0
130,2.369728672
131,1.893545497
132,0
133,0
134,0.235845508
135,0
136,0
137,0
138,0
139,0
140,0
141,0.235845508
142,1.188255051
143,1.415073049
144,0.945628112
145,0.235845508
146,0.235845508
147,0.235845508
148,0
149,0.707536525
150,0.471691016
151,1.179227541
152,0.709782604
153,0.714317955
154,0
155,0
156,0
157,0.235845508
158,0.235845508
159,0.471691016
160,0.943382033
161,0.707536525
162,0.235845508
163,0.710889676
164,0
165,0.235845508
166,0
167,0.236963225
168,0.236963225
169,0
170,0.471691016
171,0.707536525
172,0
173,0.235845508
174,0.471691016
175,0
176,0.707536525
177,0
178,0
179,0
180,0
181,0
182,1.658785309
183,0
184,0.235845508
185,0.472808734
186,0
187,0
188,0
189,0.707536525
190,0
191,0.235845508
192,0.707536525
193,0.471691016
194,0.235845508
195,0.473926451
196,2.597664387
197,0.471691016
198,1.179227541
199,0.235845508
200,1.181473621
201,0.235845508
202,0.471691016
203,0.471691016
204,0.709782604
205,1.192878046
206,0.235845508
207,0.471691016
208,0.235845508
209,0.473937096
210,1.427508014
211,1.426314394
212,1.428625731
213,0.476193972
214,0.71203948
215,0.235845508
216,0.943382033
217,0.707536525
218,0.235845508
219,0.235845508
220,0.471691016
221,0.946745829
222,0
223,0
224,0
225,0.707536525
226,0.945628112
227,0.471691016
228,0.707536525
229,0
230,0.235845508
231,0
232,0.943382033
233,0.943382033
234,0.709782604
235,2.614732526
236,0.471691016
237,0.235845508
238,0.471691016
239,0.471691016
240,0.235845508
241,1.181473621
242,0.235845508
243,0.471691016
244,0.707536525
245,0
246,0.943382033
247,0
248,0
249,
250,
251,
252,
253,
254,
255,
